Entry_Date,Exit_Date,Return
2010-05-05,2010-05-13,-1.4591185783145173
2010-05-14,2010-05-28,2.9561496365829014
2010-06-02,2010-06-03,-2.0265511884474843
2010-06-07,2010-06-11,1.3959979273525527
2010-06-24,2010-07-08,3.051090503336041
2010-07-19,2010-07-20,0.9451517686231713
2010-07-22,2010-07-23,-0.5161981037532243
2010-08-12,2010-08-18,-1.6913633402509312
2010-11-15,2010-11-19,0.805779130338832
2010-11-24,2010-11-26,-0.6095786595197427
2010-12-01,2010-12-02,-0.8920932845143398
2011-01-03,2011-01-04,-1.048034318114505
2011-01-24,2011-01-25,-0.8274008651472516
2011-01-31,2011-02-02,-2.0444389168861052
2011-02-23,2011-02-28,-1.6075082967347647
2011-03-02,2011-03-04,-2.5702909459220646
2011-03-10,2011-03-14,0.11987622276566647
2011-03-16,2011-03-24,-2.2019911972929953
2011-04-14,2011-04-21,-3.5951709694847414
2011-05-06,2011-05-09,0.6319022336012772
2011-05-16,2011-05-26,2.5896859301306603
2011-06-02,2011-06-03,1.1070117436190934
2011-06-07,2011-06-08,0.6329284417233745
2011-06-09,2011-06-10,0.2085528665428992
2011-06-13,2011-06-22,-0.9714526593695249
2011-06-27,2011-06-28,-1.7652224986710732
2011-07-13,2011-07-14,0.03137652084834361
2011-07-15,2011-07-18,0.250151025539889
2011-07-19,2011-07-20,-1.9521262228134166
2011-07-28,2011-08-16,6.338709352084073
2011-08-17,2011-08-25,1.8705148635648212
2011-08-26,2011-08-29,-3.858228534445691
2011-09-07,2011-09-08,-0.6598687743522698
2011-09-12,2011-09-13,-2.746941302603533
2011-09-23,2011-09-28,-4.362044225403303
2011-09-29,2011-10-06,3.2487554866579798
2011-11-02,2011-11-04,-1.3191489207209697
2011-11-10,2011-11-14,-0.6484681609053928
2011-11-15,2011-11-16,-0.7453047057841722
2011-11-17,2011-11-22,5.229185902147337
2011-11-25,2011-11-28,-2.075827011333251
2011-12-15,2011-12-16,0.6624640978403689
2012-03-07,2012-03-08,-0.8813684580693086
2012-04-05,2012-04-09,0.46546993407483633
2012-04-10,2012-04-13,0.2326417764328105
2012-04-16,2012-04-18,-0.1537871592003443
2012-04-19,2012-04-26,-0.3070830109722811
2012-05-10,2012-05-30,3.4469841592737382
2012-05-31,2012-06-07,-1.5206366406157628
2012-06-12,2012-06-13,-0.36190645741726646
2012-06-14,2012-06-15,-0.7235717958669874
2012-06-22,2012-06-25,-0.03676614624694438
2012-06-26,2012-06-27,-0.6201963649814927
2012-07-24,2012-07-27,-0.48504229961961925
2012-09-27,2012-09-28,-0.8494886891955291
2012-10-11,2012-10-12,0.9988014260962794
2012-10-24,2012-10-26,0.8974038214970996
2012-11-08,2012-11-13,2.4119229361891468
2012-11-15,2012-11-19,-1.1111211364676663
2012-12-26,2013-01-02,-2.616173547444048
2013-02-26,2013-02-28,-1.241476186477317
2013-03-01,2013-03-04,-0.5244077532116747
2013-03-20,2013-03-21,0.8735724027915712
2013-03-22,2013-03-25,-0.9496294520494162
2013-03-26,2013-03-27,0.4570175287549139
2013-04-02,2013-04-03,-0.3751503529574702
2013-04-04,2013-04-05,1.5754546327013859
2013-04-08,2013-04-09,-0.8227386747342994
2013-04-16,2013-04-17,0.16739358685824757
2013-04-18,2013-04-23,-1.368165447418789
2013-05-24,2013-05-28,-1.8206003792314365
2013-06-03,2013-06-10,-0.4017964482511502
2013-06-12,2013-06-18,-0.08912988785944113
2013-06-20,2013-06-28,1.0535781455506197
2013-08-16,2013-08-23,-1.6689654097421271
2013-08-28,2013-08-30,-1.2459547387895908
2013-09-03,2013-09-04,-0.09360274868739552
2013-10-04,2013-10-07,-2.6434485234284423e-06
2013-10-08,2013-10-11,0.38949966898360605
2013-12-12,2013-12-17,-0.10584507937469925
2013-12-18,2013-12-19,-1.0052981198213689
2014-01-14,2014-01-15,-1.9924670932493103
2014-01-27,2014-02-07,0.3791807049453492
2014-03-12,2014-03-13,-1.18712117763355
2014-03-14,2014-03-19,-1.6816348713754747
2014-04-11,2014-04-17,-1.8162153094645097
2014-07-09,2014-07-10,0.8449275546340356
2014-07-18,2014-07-21,-0.8510642061971336
2014-08-01,2014-08-12,-0.6060782323546438
2014-09-10,2014-09-11,-0.3180661639355019
2014-09-15,2014-09-18,-0.2550924507920323
2014-09-23,2014-09-25,-0.887213408328829
2014-09-26,2014-10-09,-0.5667699642439664
2014-10-10,2014-10-21,0.6203484672947751
2014-12-09,2014-12-10,-1.4558450195426802
2014-12-11,2014-12-19,-0.8388216904980511
2015-01-02,2015-01-09,-0.01686443648144543
2015-01-12,2015-01-21,1.4254501493150864
2015-01-29,2015-02-03,-1.4821917291883568
2015-03-12,2015-03-13,-0.6708994999007286
2015-05-07,2015-05-11,-1.812409748420877
2015-06-05,2015-06-08,0.16273985140758518
2015-06-09,2015-06-10,-0.3211415025199353
2015-06-15,2015-06-18,-1.4800380654082836
2015-06-30,2015-07-13,-1.0882922746917336
2015-07-28,2015-07-29,-0.7174120624706255
2015-08-13,2015-08-18,-0.47916355385486414
2015-08-19,2015-08-28,4.41826641643342
2015-09-01,2015-09-09,-4.576516798321513
2015-09-10,2015-09-11,-0.7677575020273105
2015-09-21,2015-09-22,1.788933730833841
2015-09-23,2015-10-02,3.438521304789583
2015-11-13,2015-11-17,-0.07579027840128714
2015-11-18,2015-11-19,-1.5779239371971552
2015-12-04,2015-12-07,-2.1113362390821866
2015-12-10,2015-12-17,-1.2906812849022906
2015-12-18,2015-12-24,-0.9920191436859604
2016-01-04,2016-01-25,5.1724234424660755
2016-01-26,2016-01-27,0.0706968751945232
2016-02-09,2016-02-17,-5.666254911927561
2016-05-05,2016-05-06,0.9935699122239381
2016-05-12,2016-05-13,0.670013341218687
2016-05-16,2016-05-17,-1.0147347487179088
2016-05-18,2016-05-19,-0.20216645417390983
2016-06-13,2016-06-24,2.764087178211741
2016-06-27,2016-06-30,-2.858729103727092
2016-09-12,2016-09-16,-3.388820630540127
2016-09-27,2016-09-28,-1.1210309618639733
2016-10-12,2016-10-19,-0.20827987852978838
2016-10-31,2016-11-08,0.9579463985525903
2016-11-11,2016-11-16,-0.47027857017309826
2016-12-02,2016-12-06,-1.2112351329738005
2017-03-24,2017-03-28,-0.046802247753388725
2017-04-12,2017-04-18,0.30568984013569417
2017-04-19,2017-04-20,-0.11801601737888524
2017-05-18,2017-05-22,-1.5099843722136568
2017-06-12,2017-06-20,-1.4172176716368359
2017-06-21,2017-06-22,-0.9031788871014934
2017-06-28,2017-06-29,-0.6470894232664999
2017-06-30,2017-07-11,-0.34722527448454255
2017-08-01,2017-08-02,-0.5168050135049536
2017-08-04,2017-08-07,-0.12907567241147172
2017-08-11,2017-08-15,-2.18219980446323
2017-08-18,2017-08-23,-0.7882037935555889
2017-08-25,2017-08-30,-0.20548312306820568
2017-09-11,2017-09-12,-0.6535833406383649
2017-09-22,2017-09-28,-0.10382370714506924
2017-10-24,2017-10-30,-0.933080524501885
2017-11-16,2017-11-17,-0.7738884361594315
2017-12-04,2017-12-11,0.44830365131149047
2017-12-27,2017-12-29,-0.1978366733016962
2018-01-02,2018-01-03,-1.412019704153631
2018-02-02,2018-02-15,1.3884883154693692
2018-03-02,2018-03-05,-1.6519173037904709
2018-03-20,2018-03-21,-0.060443240661388245
2018-03-23,2018-04-02,1.924222646393503
2018-04-03,2018-04-04,1.77901376096428
2018-06-25,2018-07-06,0.2870907842278159
2018-07-31,2018-08-01,-0.6771838464495756
2018-08-14,2018-08-15,0.46466809733395587
2018-08-16,2018-08-22,0.2648296922299751
2018-09-07,2018-09-12,-1.2892412441621748
2018-10-05,2018-10-17,2.1126581345379774
2018-10-19,2018-11-01,2.1571400563992675
2018-11-05,2018-11-07,-1.6022824899624861
2018-11-13,2018-11-23,5.024813770793819
2018-12-18,2018-12-27,4.527371428470422
2019-03-28,2019-03-29,-0.7752049519377289
2019-05-02,2019-05-06,0.9255830951834169
2019-05-08,2019-05-17,1.2950670558160395
2019-05-20,2019-05-23,0.8512242458464375
2019-05-24,2019-05-28,0.37199627333167107
2019-05-29,2019-06-05,-0.16641578178676192
2019-08-01,2019-08-09,2.0667202725082543
2019-08-12,2019-08-14,-1.0961661947137429e-05
2019-08-15,2019-08-20,-2.6086729373196635
2019-08-26,2019-08-30,-2.45095021983966
2019-09-04,2019-09-05,-1.6025726797333262
2019-09-23,2019-10-07,1.1398182903616214
2019-10-09,2019-10-11,-2.0357185303192633
2019-12-03,2019-12-09,-2.1382142971818006
2020-01-28,2020-01-29,-1.387721979374637
2020-02-03,2020-02-04,-2.403023282996334
2020-02-24,2020-03-05,3.445330663626478
2020-03-06,2020-03-25,4.528421832907727
2020-04-02,2020-04-03,-2.1428727739640694
2020-04-06,2020-04-07,-6.287067361380028
2020-04-22,2020-04-23,-1.184231721183077
2020-05-14,2020-05-15,-0.3673034880795814
2020-06-12,2020-06-16,-1.9269655488491122
2020-06-29,2020-06-30,-1.274862836487574
2020-09-04,2020-09-14,3.751548153867526
2020-10-20,2020-11-05,-3.664620160265332
2020-12-14,2020-12-15,-1.003365466150888
2021-01-05,2021-01-06,0.27267966346992495
2021-01-07,2021-01-08,-2.2664761332740175
2021-01-19,2021-01-20,-1.8789160328394054
2021-01-28,2021-02-02,-1.637016139591679
2021-02-22,2021-02-23,2.759631748069094
2021-02-26,2021-03-02,-2.7464890507336017
2021-03-04,2021-03-08,0.06895875109910371
2021-03-19,2021-03-22,-1.2605033722951262
2021-04-23,2021-04-26,-1.137226370954812
2021-05-11,2021-05-21,-3.545595468453725
2021-06-04,2021-06-07,-1.0534256454619175
2021-07-19,2021-07-21,-1.289262214050598
2021-08-12,2021-08-13,-0.5833454148105461
2021-08-18,2021-08-23,-1.082431904062068
2021-09-13,2021-09-16,0.5194698375349762
2021-09-20,2021-09-24,-1.0083964028230112
2021-09-29,2021-10-04,0.6617096102337638
2021-10-05,2021-10-06,-0.24329798393297555
2021-11-11,2021-11-15,-0.8129799340928004
2021-11-29,2021-11-30,-0.9115755072339979
2021-12-01,2021-12-08,-0.18367978157638987
2021-12-14,2021-12-16,-2.7752821033695576
2021-12-17,2021-12-22,-1.597167325631343
2022-01-06,2022-01-10,1.865008738977391
2022-01-14,2022-02-01,2.2687490872606455
2022-02-04,2022-02-09,-2.740869867569881
2022-02-11,2022-02-16,0.9243721291907888
2022-02-18,2022-02-28,0.896504600264798
2022-03-02,2022-03-03,-2.1035632051702455
2022-03-07,2022-03-16,0.796185069751003
2022-04-25,2022-04-26,-1.241260582137244
2022-04-27,2022-05-04,-1.0670685142923526
2022-05-06,2022-05-09,2.4078288664985394
2022-05-10,2022-05-16,1.3303803871919353
2022-06-14,2022-06-15,-0.7513806452755106
2022-06-17,2022-06-21,-2.7498403662137716
2022-09-26,2022-10-05,-1.3783521983064657
2022-10-10,2022-10-18,-2.97697011876222
2022-12-16,2022-12-19,0.5602221900923475
2023-02-13,2023-02-14,-0.6901794031259918
2023-02-17,2023-02-24,3.295025877587416
2023-03-10,2023-03-15,-0.5208164536599282
2023-04-21,2023-04-28,-1.2077229085132055
2023-05-04,2023-05-08,-1.693548590440878
2023-06-22,2023-06-23,-0.46209728152803786
2023-06-26,2023-06-28,-3.727841891981313e-06
2023-07-10,2023-07-12,-1.7773742816656595
2023-07-21,2023-07-26,0.4840344950895795
2023-07-28,2023-07-31,-0.7767009684991705
2023-08-03,2023-08-23,2.272740057356692
2023-09-22,2023-10-03,0.5535085205519522
2023-10-04,2023-10-05,-1.0027414962308305
2023-10-06,2023-10-09,-1.9108217339834916
2023-10-16,2023-10-17,0.18725462965735445
2023-10-19,2023-11-01,3.817489655774934
2024-01-04,2024-01-05,-0.10204193820587597
2024-02-01,2024-02-02,-1.1802617592207405
2024-02-14,2024-02-15,-0.44149926781872934
2024-03-11,2024-03-13,-1.0033344430738604
2024-03-15,2024-03-20,-1.0242913850274167
2024-04-05,2024-04-10,-0.0895979425304273
2024-04-11,2024-04-12,-0.2031525637864031
2024-04-15,2024-04-24,3.3545080837606767
2024-05-31,2024-06-03,-0.5968853060807681
2024-06-25,2024-06-26,-0.5121631738960712
2024-07-12,2024-07-15,-0.8099201161410741
2024-07-18,2024-08-01,2.9939963475339773
2024-08-02,2024-08-13,-1.0653066984408681
2024-08-29,2024-09-03,0.0970019097439511
2024-09-04,2024-09-12,-2.067680047936656
2024-10-02,2024-10-07,-0.9231593242269789
2024-10-08,2024-10-09,-0.9049714592634699
2024-10-24,2024-10-25,-0.5600715114728193
2024-11-01,2024-11-06,-3.0098061364316835
2024-11-21,2024-11-22,0.41754414951859575
2024-12-19,2024-12-24,-0.6944192197984135
2024-12-31,2025-01-06,-1.324336733499738
2025-01-08,2025-01-16,-0.672934389734761
2025-01-28,2025-01-31,-2.176249861689819
2025-02-04,2025-02-05,-0.5946075159292501
2025-02-10,2025-02-11,0.24704402472344728
2025-02-24,2025-03-17,9.980809904426401
2025-03-31,2025-04-01,-1.0909066535398606
2025-04-03,2025-04-10,-1.3183155774792392
2025-04-11,2025-04-14,-4.313627389002972
2025-04-17,2025-04-24,-2.1551676714576273
2025-05-26,2025-05-28,-3.1114560166890493
2025-06-16,2025-06-17,-0.19785436057061043
2025-06-18,2025-06-24,-1.2987042041843095
2025-08-04,2025-08-05,-1.1067838594178219
2025-08-20,2025-08-21,0.6973851620132139
2025-08-22,2025-08-25,-0.963858152405077
2025-09-03,2025-09-05,-1.8787847443982406
2025-10-13,2025-10-14,0.7717034346442092
2025-10-15,2025-10-16,-0.1942358922884578
2025-10-17,2025-10-20,-1.536982226295467
2025-11-05,2025-11-06,-0.5291000285156192
2025-11-07,2025-11-11,-2.014952323723363
2025-11-14,2025-11-25,-0.7044486601959726
